path,title,type,published,primary
POST,"Çatalhöyük: Sokakları Olmayan, Evlerine Damdan Girilen 9.000 Yıllık Kent",/2026/06/catalhoyuk-sokaksiz-damdan-girilen-9000-yillik-kent.html,/2026/06/catalhoyuk-sokaksiz-damdan-girilen-9000-yillik-kent.html
/2026/06/nibiru-ve-12-gezegen-iddiasi-anunnaki-efsanesinin-populer-koku.html,Nibiru ve 12. Gezegen İddiası: Anunnaki Efsanesinin Popüler Kökü,POST,2026-06-26,yes
/2026/06/karahan-tepe-ve-tas-tepeler-gobekli-tepe-den-sonra-tarih-yeniden-mi-yaziliyor.html,Karahan Tepe ve Taş Tepeler: Göbekli Tepe’den Sonra Tarih Yeniden mi Yazılıyor?,POST,2026-06-26,yes
/2026/06/tartaria-efsanesi-internette-buyuyen-kayip-imparatorluk-iddiasi-gercek-mi.html,Tartaria Efsanesi: İnternette Büyüyen Kayıp İmparatorluk İddiası Gerçek mi?,POST,2026-06-26,yes
/2026/06/piri-reis-haritasi-antarktika-yi-gosteriyor-mu-populer-iddia-ve-gercekler.html,Piri Reis Haritası Antarktika’yı Gösteriyor mu? Popüler İddia ve Gerçekler,POST,2026-06-26,yes
/2026/06/nazca-cizgileri-uzaylilar-icin-mi-yapildi-antik-peru-nun-dev-jeoglifleri.html,Nazca Çizgileri Uzaylılar İçin mi Yapıldı? Antik Peru’nun Dev Jeoglifleri,POST,2026-06-26,yes
/2026/06/sumer-kral-listesi-28-800-yil-yasayan-krallar-gercek-mi.html,Sümer Kral Listesi: 28.800 Yıl Yaşayan Krallar Gerçek mi?,POST,2026-06-26,yes
/2026/06/phaistos-diski-giritin-cozulemeyen-yazisi.html,"Phaistos Diski: Girit’in 45 İşaretle Yazılmış Çözülemeyen Mesajı",POST,2026-06-26,yes
/2026/06/baalbek-taslari-dev-bloklar-nasil-tasindi.html,"Baalbek Taşları: Antik Dünyanın Dev Blokları Nasıl Taşındı?",POST,2026-06-26,yes
/2026/06/truva-hazinesi-nerede-schliemannin-tartismali-mirasi.html,"Truva Hazinesi Nerede? Schliemann’ın Tartışmalı Mirasının İzinde",POST,2026-06-26,yes
/2026/06/derinkuyu-yeralti-sehri-kimler-neden-yapti.html,"Derinkuyu Yeraltı Şehri: Kimler Yaptı, Neden Yeraltına İndi?",POST,2026-06-26,yes
